name,set,google_search_url,Ungraded,Grade_9,Grade_10,final_url
Petilil,Boundaries Crossed,https://www.google.com/search?q=Petilil Boundaries Crossed site:pricecharting.com,1.34,15.99,42.35,https://www.pricecharting.com/game/pokemon-Boundaries-Crossed/Petilil-16
Leafeon VMAX,Evolving Skies,https://www.google.com/search?q=Leafeon VMAX Evolving Skies site:pricecharting.com,346.14,352.5,490,https://www.pricecharting.com/game/pokemon-evolving-skies/leafeon-vmax-205
Starmie-GX,Hidden Fates,https://www.google.com/search?q=Starmie-GX Hidden Fates site:pricecharting.com,2.65,13,35.86,https://www.pricecharting.com/game/pokemon-hidden-fates/starmie-gx-14
Zubat,151,https://www.google.com/search?q=Zubat 151 site:pricecharting.com,1.09,11.66,34.61,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/zubat-41
Charizard,Base,https://www.google.com/search?q=Charizard Base site:pricecharting.com,287.01,1367,8988,https://www.pricecharting.com/game/pokemon-base-set/charizard-4
Galarian Articuno,Evolving Skies,https://www.google.com/search?q=Galarian Articuno Evolving Skies site:pricecharting.com,1.61,8.5,34.99,https://www.pricecharting.com/game/pokemon-evolving-skies/galarian-articuno-holo-63
Paras,151,https://www.google.com/search?q=Paras 151 site:pricecharting.com,1.52,12.32,36.42,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/paras-reverse-holo-46
Pidgeot,151,https://www.google.com/search?q=Pidgeot 151 site:pricecharting.com,1.53,12.33,36.46,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/pidgeot-18
Floatzel,Shining Fates,https://www.google.com/search?q=Floatzel Shining Fates site:pricecharting.com,0.92,11.86,33.5,https://www.pricecharting.com/game/pokemon-shining-fates/floatzel-23
Trevenant V,Evolving Skies,https://www.google.com/search?q=Trevenant V Evolving Skies site:pricecharting.com,1.61,9.44,29.66,https://www.pricecharting.com/game/pokemon-evolving-skies/trevenant-v-13
Vileplume-GX,Cosmic Eclipse,https://www.google.com/search?q=Vileplume-GX Cosmic Eclipse site:pricecharting.com,65.98,78.65,287.56,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/vileplume-gx-211
Woobat,Evolving Skies,https://www.google.com/search?q=Woobat Evolving Skies site:pricecharting.com,1.02,11.95,33.88,https://www.pricecharting.com/game/pokemon-evolving-skies/woobat-68
Charizard,Boundaries Crossed,https://www.google.com/search?q=Charizard Boundaries Crossed site:pricecharting.com,18.17,102.2,1070.75,https://www.pricecharting.com/game/pokemon-boundaries-crossed/charizard-20
Onix,Evolutions,https://www.google.com/search?q=Onix Evolutions site:pricecharting.com,1.23,14.12,40.17,https://www.pricecharting.com/game/pokemon-evolutions/onix-61
Pignite,Boundaries Crossed,https://www.google.com/search?q=Pignite Boundaries Crossed site:pricecharting.com,1.67,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/pignite-25
Kricketune,Cosmic Eclipse,https://www.google.com/search?q=Kricketune Cosmic Eclipse site:pricecharting.com,1.42,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/kricketune-14
Charmeleon,Evolutions,https://www.google.com/search?q=Charmeleon Evolutions site:pricecharting.com,1.57,21.85,34.69,https://www.pricecharting.com/game/pokemon-evolutions/charmeleon-10
Gyarados,Base,https://www.google.com/search?q=Gyarados Base site:pricecharting.com,12.35,142.33,630,https://www.pricecharting.com/game/pokemon-base-set/gyarados-6
Wigglytuff,Jungle,https://www.google.com/search?q=Wigglytuff Jungle site:pricecharting.com,16.25,74.47,814.96,https://www.pricecharting.com/game/pokemon-jungle/wigglytuff-16
Nosepass,Cosmic Eclipse,https://www.google.com/search?q=Nosepass Cosmic Eclipse site:pricecharting.com,1.25,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/nosepass-reverse-holo-106
Voltorb,Hidden Fates,https://www.google.com/search?q=Voltorb Hidden Fates site:pricecharting.com,2.87,11.93,27.28,https://www.pricecharting.com/game/pokemon-hidden-fates/voltorb-sv13
Pinsir,Evolving Skies,https://www.google.com/search?q=Pinsir Evolving Skies site:pricecharting.com,1.25,12.38,37.95,https://www.pricecharting.com/game/pokemon-evolving-skies/pinsir-1
Magikarp,Evolutions,https://www.google.com/search?q=Magikarp Evolutions site:pricecharting.com,1.24,17,127.53,https://www.pricecharting.com/game/pokemon-evolutions/magikarp-33
Naganadel & Guzzlord-GX,Cosmic Eclipse,https://www.google.com/search?q=Naganadel & Guzzlord-GX Cosmic Eclipse site:pricecharting.com,50,77.7,232.02,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/naganadel-&-guzzlord-gx-224
Lillipup,Evolving Skies,https://www.google.com/search?q=Lillipup Evolving Skies site:pricecharting.com,1.11,12.14,34.26,https://www.pricecharting.com/game/pokemon-evolving-skies/lillipup-133
Aerodactyl,Majestic Dawn,https://www.google.com/search?q=Aerodactyl Majestic Dawn site:pricecharting.com,2.85,14.22,150,https://www.pricecharting.com/game/pokemon-majestic-dawn/aerodactyl-15
Crobat VMAX,Shining Fates,https://www.google.com/search?q=Crobat VMAX Shining Fates site:pricecharting.com,1.96,9.86,25.78,https://www.pricecharting.com/game/pokemon-shining-fates/crobat-vmax-45
Clefairy,Hidden Fates,https://www.google.com/search?q=Clefairy Hidden Fates site:pricecharting.com,0.93,11.58,21.03,https://www.pricecharting.com/game/pokemon-hidden-fates/clefairy-39
Trapinch,Cosmic Eclipse,https://www.google.com/search?q=Trapinch Cosmic Eclipse site:pricecharting.com,0.99,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/trapinch-107
Bewear,Cosmic Eclipse,https://www.google.com/search?q=Bewear Cosmic Eclipse site:pricecharting.com,1.05,,59.99,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/bewear-182
Voltorb,Base,https://www.google.com/search?q=Voltorb Base site:pricecharting.com,2.03,24.46,131.69,https://www.pricecharting.com/game/pokemon-base-set/voltorb-67
Vulpix,Base,https://www.google.com/search?q=Vulpix Base site:pricecharting.com,1.31,23.16,66.25,https://www.pricecharting.com/game/pokemon-base-set/vulpix-68
Kakuna,Evolutions,https://www.google.com/search?q=Kakuna Evolutions site:pricecharting.com,1.28,8.5,101.87,https://www.pricecharting.com/game/pokemon-evolutions/kakuna-6
Poliwrath,Base,https://www.google.com/search?q=Poliwrath Base site:pricecharting.com,16.5,85.84,430.25,https://www.pricecharting.com/game/pokemon-base-set/poliwrath-13
Raichu-GX,Hidden Fates,https://www.google.com/search?q=Raichu-GX Hidden Fates site:pricecharting.com,2.79,19,34.4,https://www.pricecharting.com/game/pokemon-hidden-fates/raichu-gx-20
Excadrill,Cosmic Eclipse,https://www.google.com/search?q=Excadrill Cosmic Eclipse site:pricecharting.com,4.45,16.42,42.02,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/excadrill-246
Tangela,Boundaries Crossed,https://www.google.com/search?q=Tangela Boundaries Crossed site:pricecharting.com,1.35,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/tangela-5
Kyogre,Cosmic Eclipse,https://www.google.com/search?q=Kyogre Cosmic Eclipse site:pricecharting.com,1.79,9.36,33.32,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/kyogre-53
Celebi,Shining Fates,https://www.google.com/search?q=Celebi Shining Fates site:pricecharting.com,1.51,8,20.76,https://www.pricecharting.com/game/pokemon-shining-fates/celebi-3
Arcanine,151,https://www.google.com/search?q=Arcanine 151 site:pricecharting.com,1.24,11.89,35.24,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/arcanine-59
Noivern V,Evolving Skies,https://www.google.com/search?q=Noivern V Evolving Skies site:pricecharting.com,40.32,45.8,137.5,https://www.pricecharting.com/game/pokemon-evolving-skies/noivern-v-196
Mr. Mime,151,https://www.google.com/search?q=Mr. Mime 151 site:pricecharting.com,9.99,18.25,77.27,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/mr-mime-179
Mienfoo,Boundaries Crossed,https://www.google.com/search?q=Mienfoo Boundaries Crossed site:pricecharting.com,1.19,15.32,40.98,https://www.pricecharting.com/game/pokemon-boundaries-crossed/mienfoo-86
Wigglytuff-GX,Hidden Fates,https://www.google.com/search?q=Wigglytuff-GX Hidden Fates site:pricecharting.com,2.85,12.83,30,https://www.pricecharting.com/game/pokemon-hidden-fates/wigglytuff-gx-42
Jangmo-o,Cosmic Eclipse,https://www.google.com/search?q=Jangmo-o Cosmic Eclipse site:pricecharting.com,1.17,12.77,34.7,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/jangmo-o-161
Cubone,151,https://www.google.com/search?q=Cubone 151 site:pricecharting.com,1.14,11.74,34.81,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/cubone-104
Pignite,Cosmic Eclipse,https://www.google.com/search?q=Pignite Cosmic Eclipse site:pricecharting.com,1.3,13.07,35.22,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/pignite-32
Flaaffy,Evolving Skies,https://www.google.com/search?q=Flaaffy Evolving Skies site:pricecharting.com,5.9,,52.2,https://www.pricecharting.com/game/pokemon-promo/flaaffy-swsh122
Drifloon,Majestic Dawn,https://www.google.com/search?q=Drifloon Majestic Dawn site:pricecharting.com,1.65,,,https://www.pricecharting.com/game/pokemon-majestic-dawn/drifloon-61
Golurk,Boundaries Crossed,https://www.google.com/search?q=Golurk Boundaries Crossed site:pricecharting.com,64,145.39,532.2,https://www.pricecharting.com/game/pokemon-boundaries-crossed/golurk-150
Munna,Boundaries Crossed,https://www.google.com/search?q=Munna Boundaries Crossed site:pricecharting.com,2.18,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/munna-68
Minun,Majestic Dawn,https://www.google.com/search?q=Minun Majestic Dawn site:pricecharting.com,4.03,13.5,,https://www.pricecharting.com/game/pokemon-majestic-dawn/minun-reverse-holo-25
Tympole,Cosmic Eclipse,https://www.google.com/search?q=Tympole Cosmic Eclipse site:pricecharting.com,1.04,12.45,34.18,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/tympole-58
Chansey,Base,https://www.google.com/search?q=Chansey Base site:pricecharting.com,14,95.22,2072.46,https://www.pricecharting.com/game/pokemon-base-set/chansey-3
Hitmonchan,Base,https://www.google.com/search?q=Hitmonchan Base site:pricecharting.com,8.97,116,999.5,https://www.pricecharting.com/game/pokemon-base-set/hitmonchan-7
M Blastoise-EX,Evolutions,https://www.google.com/search?q=M Blastoise-EX Evolutions site:pricecharting.com,14.74,38.33,130,https://www.pricecharting.com/game/pokemon-evolutions/m-blastoise-ex-22
Lilligant,Boundaries Crossed,https://www.google.com/search?q=Lilligant Boundaries Crossed site:pricecharting.com,2.99,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/lilligant-reverse-holo-17
Weedle,151,https://www.google.com/search?q=Weedle 151 site:pricecharting.com,1.32,12.01,35.57,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/weedle-reverse-holo-13
Charmander,Hidden Fates,https://www.google.com/search?q=Charmander Hidden Fates site:pricecharting.com,13.9,18.5,49.08,https://www.pricecharting.com/game/pokemon-hidden-fates/charmander-sv6
Drednaw,Shining Fates,https://www.google.com/search?q=Drednaw Shining Fates site:pricecharting.com,2.75,7.48,25.56,https://www.pricecharting.com/game/pokemon-shining-fates/drednaw-sv029
Darkrai,Majestic Dawn,https://www.google.com/search?q=Darkrai Majestic Dawn site:pricecharting.com,10.98,51.75,523.29,https://www.pricecharting.com/game/pokemon-majestic-dawn/darkrai-3
Lopunny,Boundaries Crossed,https://www.google.com/search?q=Lopunny Boundaries Crossed site:pricecharting.com,1.4,16.66,43.73,https://www.pricecharting.com/game/pokemon-boundaries-crossed/lopunny-117
Growlithe,Base,https://www.google.com/search?q=Growlithe Base site:pricecharting.com,2.16,19.22,89.94,https://www.pricecharting.com/game/pokemon-base-set/growlithe-28
Aerodactyl,151,https://www.google.com/search?q=Aerodactyl 151 site:pricecharting.com,1.44,7.63,38.03,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/aerodactyl-142
Torkoal,Cosmic Eclipse,https://www.google.com/search?q=Torkoal Cosmic Eclipse site:pricecharting.com,9.89,20,63.07,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/torkoal-237
Cufant,Shining Fates,https://www.google.com/search?q=Cufant Shining Fates site:pricecharting.com,2.97,22,26,https://www.pricecharting.com/game/pokemon-shining-fates/cufant-sv090
Fletchinder,Evolving Skies,https://www.google.com/search?q=Fletchinder Evolving Skies site:pricecharting.com,0.99,,,https://www.pricecharting.com/game/pokemon-evolving-skies/fletchinder-139
Vibrava,Cosmic Eclipse,https://www.google.com/search?q=Vibrava Cosmic Eclipse site:pricecharting.com,1.23,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/vibrava-109
Pikachu,Cosmic Eclipse,https://www.google.com/search?q=Pikachu Cosmic Eclipse site:pricecharting.com,60.82,87.06,369.61,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/pikachu-241
Drampa,Evolving Skies,https://www.google.com/search?q=Drampa Evolving Skies site:pricecharting.com,1.25,12.39,34.76,https://www.pricecharting.com/game/pokemon-evolving-skies/drampa-119
Grumpig,Boundaries Crossed,https://www.google.com/search?q=Grumpig Boundaries Crossed site:pricecharting.com,1.96,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/grumpig-60
Nidoking,151,https://www.google.com/search?q=Nidoking 151 site:pricecharting.com,10.93,22.79,95,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/nidoking-174
M Charizard-EX,Evolutions,https://www.google.com/search?q=M Charizard-EX Evolutions site:pricecharting.com,80,119.01,399.44,https://www.pricecharting.com/game/pokemon-evolutions/m-charizard-ex-101
Prinplup,Majestic Dawn,https://www.google.com/search?q=Prinplup Majestic Dawn site:pricecharting.com,2,22.67,62.83,https://www.pricecharting.com/game/pokemon-majestic-dawn/prinplup-44
Garchomp LV.X,Majestic Dawn,https://www.google.com/search?q=Garchomp LV.X Majestic Dawn site:pricecharting.com,49.26,450.1,972.62,https://www.pricecharting.com/game/pokemon-majestic-dawn/garchomp-lvx-97
Dratini,Base,https://www.google.com/search?q=Dratini Base site:pricecharting.com,2.49,26.23,82.1,https://www.pricecharting.com/game/pokemon-base-set/dratini-26
Ducklett,Boundaries Crossed,https://www.google.com/search?q=Ducklett Boundaries Crossed site:pricecharting.com,3.48,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/ducklett-42
Venusaur-EX,Evolutions,https://www.google.com/search?q=Venusaur-EX Evolutions site:pricecharting.com,4.13,16.63,40.99,https://www.pricecharting.com/game/pokemon-evolutions/venusaur-ex-1
Doduo,Base,https://www.google.com/search?q=Doduo Base site:pricecharting.com,2.51,14.93,45.06,https://www.pricecharting.com/game/pokemon-base-set/doduo-48
Tepig,Boundaries Crossed,https://www.google.com/search?q=Tepig Boundaries Crossed site:pricecharting.com,1.49,5.51,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/tepig-24
Lickitung,Jungle,https://www.google.com/search?q=Lickitung Jungle site:pricecharting.com,1.87,19.99,84.49,https://www.pricecharting.com/game/pokemon-jungle/lickitung-38
Ditto VMAX,Shining Fates,https://www.google.com/search?q=Ditto VMAX Shining Fates site:pricecharting.com,7.9,20.71,48.95,https://www.pricecharting.com/game/pokemon-shining-fates/ditto-vmax-sv119
Onix,Base,https://www.google.com/search?q=Onix Base site:pricecharting.com,1.31,22.03,56.28,https://www.pricecharting.com/game/pokemon-base-set/onix-56
Cubone,Hidden Fates,https://www.google.com/search?q=Cubone Hidden Fates site:pricecharting.com,1.32,15.21,78.8,https://www.pricecharting.com/game/pokemon-hidden-fates/cubone-37
Articuno,Majestic Dawn,https://www.google.com/search?q=Articuno Majestic Dawn site:pricecharting.com,9.45,84.03,614.04,https://www.pricecharting.com/game/pokemon-majestic-dawn/articuno-1
Exeggcute,Jungle,https://www.google.com/search?q=Exeggcute Jungle site:pricecharting.com,1.02,18.81,37.16,https://www.pricecharting.com/game/pokemon-jungle/exeggcute-52
Kingler,151,https://www.google.com/search?q=Kingler 151 site:pricecharting.com,1.39,12.12,35.87,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/kingler-99
Electrode,Hidden Fates,https://www.google.com/search?q=Electrode Hidden Fates site:pricecharting.com,12,20,44.99,https://www.pricecharting.com/game/pokemon-hidden-fates/electrode-gx-sv57
Whimsicott,Cosmic Eclipse,https://www.google.com/search?q=Whimsicott Cosmic Eclipse site:pricecharting.com,1.44,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/whimsicott-148
Jolteon,Cosmic Eclipse,https://www.google.com/search?q=Jolteon Cosmic Eclipse site:pricecharting.com,1.89,22.99,28,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/jolteon-70
Mew ex,151,https://www.google.com/search?q=Mew ex 151 site:pricecharting.com,5.85,31.61,50,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/mew-ex-151
Kangaskhan ex,151,https://www.google.com/search?q=Kangaskhan ex 151 site:pricecharting.com,7,15.5,41.56,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/kangaskhan-ex-190
Lycanroc VMAX,Evolving Skies,https://www.google.com/search?q=Lycanroc VMAX Evolving Skies site:pricecharting.com,2.58,12.76,39.39,https://www.pricecharting.com/game/pokemon-evolving-skies/lycanroc-vmax-92
Milotic,Evolving Skies,https://www.google.com/search?q=Milotic Evolving Skies site:pricecharting.com,1.75,13.34,27.74,https://www.pricecharting.com/game/pokemon-evolving-skies/milotic-38
Rowlet,Cosmic Eclipse,https://www.google.com/search?q=Rowlet Cosmic Eclipse site:pricecharting.com,1.15,12.76,34.7,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/rowlet-17
Magcargo,Cosmic Eclipse,https://www.google.com/search?q=Magcargo Cosmic Eclipse site:pricecharting.com,1.12,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/magcargo-27
Gyarados-GX,Hidden Fates,https://www.google.com/search?q=Gyarados-GX Hidden Fates site:pricecharting.com,3.6,16.93,43.11,https://www.pricecharting.com/game/pokemon-hidden-fates/gyarados-gx-16
Blastoise,Boundaries Crossed,https://www.google.com/search?q=Blastoise Boundaries Crossed site:pricecharting.com,3.33,54.54,319.04,https://www.pricecharting.com/game/pokemon-boundaries-crossed/blastoise-31
Tangrowth,Cosmic Eclipse,https://www.google.com/search?q=Tangrowth Cosmic Eclipse site:pricecharting.com,0.89,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/tangrowth-6
Eevee,Evolving Skies,https://www.google.com/search?q=Eevee Evolving Skies site:pricecharting.com,1.21,7.55,35.38,https://www.pricecharting.com/game/pokemon-evolving-skies/eevee-125
Camerupt,Boundaries Crossed,https://www.google.com/search?q=Camerupt Boundaries Crossed site:pricecharting.com,1.57,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/camerupt-22
Rotom,Cosmic Eclipse,https://www.google.com/search?q=Rotom Cosmic Eclipse site:pricecharting.com,1,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/rotom-86
Golduck,Evolving Skies,https://www.google.com/search?q=Golduck Evolving Skies site:pricecharting.com,0.74,11.89,33.77,https://www.pricecharting.com/game/pokemon-evolving-skies/golduck-25
Morpeko,Shining Fates,https://www.google.com/search?q=Morpeko Shining Fates site:pricecharting.com,4,16,29,https://www.pricecharting.com/game/pokemon-shining-fates/morpeko-sv044
Glaceon V,Evolving Skies,https://www.google.com/search?q=Glaceon V Evolving Skies site:pricecharting.com,120,120.63,220,https://www.pricecharting.com/game/pokemon-evolving-skies/glaceon-v-175
Wartortle,151,https://www.google.com/search?q=Wartortle 151 site:pricecharting.com,31.5,39,157.5,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/wartortle-171
Blastoise ex,151,https://www.google.com/search?q=Blastoise ex 151 site:pricecharting.com,68.09,74.5,294,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/blastoise-ex-200
Cradily,Cosmic Eclipse,https://www.google.com/search?q=Cradily Cosmic Eclipse site:pricecharting.com,2.04,14.82,38.2,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/cradily-11
Rattata,Base,https://www.google.com/search?q=Rattata Base site:pricecharting.com,1.44,19.86,69.14,https://www.pricecharting.com/game/pokemon-base-set/rattata-61
Wigglytuff ex,151,https://www.google.com/search?q=Wigglytuff ex 151 site:pricecharting.com,6.29,16.38,38.86,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/wigglytuff-ex-187
Ampharos,Evolving Skies,https://www.google.com/search?q=Ampharos Evolving Skies site:pricecharting.com,1.24,12.05,34.07,https://www.pricecharting.com/game/pokemon-evolving-skies/ampharos-56
Zapdos,Hidden Fates,https://www.google.com/search?q=Zapdos Hidden Fates site:pricecharting.com,2.08,14.53,29.99,https://www.pricecharting.com/game/pokemon-hidden-fates/zapdos-24
Zebstrika,Boundaries Crossed,https://www.google.com/search?q=Zebstrika Boundaries Crossed site:pricecharting.com,3.13,52,131.25,https://www.pricecharting.com/game/pokemon-boundaries-crossed/zebstrika-57
Stoutland,Evolving Skies,https://www.google.com/search?q=Stoutland Evolving Skies site:pricecharting.com,1.19,12.27,34.53,https://www.pricecharting.com/game/pokemon-evolving-skies/stoutland-135
Munchlax,Majestic Dawn,https://www.google.com/search?q=Munchlax Majestic Dawn site:pricecharting.com,3.76,39.79,58.62,https://www.pricecharting.com/game/pokemon-majestic-dawn/munchlax-68
Drilbur,Cosmic Eclipse,https://www.google.com/search?q=Drilbur Cosmic Eclipse site:pricecharting.com,1.04,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/drilbur-114
Machoke,151,https://www.google.com/search?q=Machoke 151 site:pricecharting.com,12.48,18.5,75.5,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/machoke-177
Jigglypuff,Hidden Fates,https://www.google.com/search?q=Jigglypuff Hidden Fates site:pricecharting.com,1.28,14.75,36,https://www.pricecharting.com/game/pokemon-hidden-fates/jigglypuff-41
Gallade,Cosmic Eclipse,https://www.google.com/search?q=Gallade Cosmic Eclipse site:pricecharting.com,6.46,19.38,67,https://www.google.com/search?q=Gallade%20Cosmic%20Eclipse%20site:pricecharting.com&channel=35
Xatu,Neo Genesis,https://www.google.com/search?q=Xatu Neo Genesis site:pricecharting.com,2.05,11,30.48,https://www.pricecharting.com/game/pokemon-neo-genesis/xatu-52
Slurpuff,Cosmic Eclipse,https://www.google.com/search?q=Slurpuff Cosmic Eclipse site:pricecharting.com,1.87,45,54,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/slurpuff-reverse-holo-154
Koffing,Evolutions,https://www.google.com/search?q=Koffing Evolutions site:pricecharting.com,0.85,7.04,114.1,https://www.pricecharting.com/game/pokemon-evolutions/koffing-50
Persian,Jungle,https://www.google.com/search?q=Persian Jungle site:pricecharting.com,1.5,11.29,59.99,https://www.pricecharting.com/game/pokemon-jungle/persian-42
Gothorita,Boundaries Crossed,https://www.google.com/search?q=Gothorita Boundaries Crossed site:pricecharting.com,1.42,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/gothorita-76
Boldore,Evolving Skies,https://www.google.com/search?q=Boldore Evolving Skies site:pricecharting.com,0.99,11.98,33.77,https://www.pricecharting.com/game/pokemon-evolving-skies/boldore-87
Oddish,151,https://www.google.com/search?q=Oddish 151 site:pricecharting.com,1.52,12.29,36.34,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/oddish-reverse-holo-43
Snubbull,Neo Genesis,https://www.google.com/search?q=Snubbull Neo Genesis site:pricecharting.com,1.32,21.47,40.11,https://www.pricecharting.com/game/pokemon-neo-genesis/snubbull-74
Cinderace V,Shining Fates,https://www.google.com/search?q=Cinderace V Shining Fates site:pricecharting.com,1.99,8.25,27.2,https://www.pricecharting.com/game/pokemon-shining-fates/cinderace-v-18
Haunter,151,https://www.google.com/search?q=Haunter 151 site:pricecharting.com,1.34,11,34.2,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/haunter-93
Unown Q,Majestic Dawn,https://www.google.com/search?q=Unown Q Majestic Dawn site:pricecharting.com,3.22,30.57,83.27,https://www.pricecharting.com/game/pokemon-majestic-dawn/unown-q-49
Psyduck,Hidden Fates,https://www.google.com/search?q=Psyduck Hidden Fates site:pricecharting.com,1.36,22.62,39.99,https://www.pricecharting.com/game/pokemon-hidden-fates/psyduck-11
Throh,Cosmic Eclipse,https://www.google.com/search?q=Throh Cosmic Eclipse site:pricecharting.com,1.22,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/throh-118
Jellicent,Boundaries Crossed,https://www.google.com/search?q=Jellicent Boundaries Crossed site:pricecharting.com,2.31,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/jellicent-reverse-holo-45
Alolan Sandshrew,Cosmic Eclipse,https://www.google.com/search?q=Alolan Sandshrew Cosmic Eclipse site:pricecharting.com,1.3,13.5,35.95,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/alolan-sandshrew-137
Dhelmise VMAX,Shining Fates,https://www.google.com/search?q=Dhelmise VMAX Shining Fates site:pricecharting.com,1.99,18.2,26.44,https://www.pricecharting.com/game/pokemon-shining-fates/dhelmise-vmax-10
Heracross,Neo Genesis,https://www.google.com/search?q=Heracross Neo Genesis site:pricecharting.com,19.95,76.53,505.25,https://www.pricecharting.com/game/pokemon-neo-genesis/heracross-6
Kadabra,151,https://www.google.com/search?q=Kadabra 151 site:pricecharting.com,1.16,12.29,36,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/kadabra-64
Cosmoem,Cosmic Eclipse,https://www.google.com/search?q=Cosmoem Cosmic Eclipse site:pricecharting.com,1.1,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/cosmoem-101
Magikarp,Hidden Fates,https://www.google.com/search?q=Magikarp Hidden Fates site:pricecharting.com,1.25,17.56,29.99,https://www.pricecharting.com/game/pokemon-hidden-fates/magikarp-15
Spinarak,Shining Fates,https://www.google.com/search?q=Spinarak Shining Fates site:pricecharting.com,0.99,12,33.77,https://www.pricecharting.com/game/pokemon-shining-fates/spinarak-43
Flareon,151,https://www.google.com/search?q=Flareon 151 site:pricecharting.com,1.49,7.99,25,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/flareon-136
Ivysaur,Base,https://www.google.com/search?q=Ivysaur Base site:pricecharting.com,2.65,26.75,109.79,https://www.pricecharting.com/game/pokemon-base-set/ivysaur-30
Lapras,151,https://www.google.com/search?q=Lapras 151 site:pricecharting.com,16.25,33.72,83.6,https://www.pricecharting.com/game/pokemon-sun-&-moon/lapras-gx-151
Zapdos,Evolutions,https://www.google.com/search?q=Zapdos Evolutions site:pricecharting.com,4.09,19.99,80.86,https://www.pricecharting.com/game/pokemon-evolutions/zapdos-42
Furret,Neo Genesis,https://www.google.com/search?q=Furret Neo Genesis site:pricecharting.com,2.5,17,61.89,https://www.pricecharting.com/game/pokemon-neo-genesis/furret-35
Fearow,Majestic Dawn,https://www.google.com/search?q=Fearow Majestic Dawn site:pricecharting.com,1.71,12.05,,https://www.pricecharting.com/game/pokemon-majestic-dawn/fearow-36
Serperior,Boundaries Crossed,https://www.google.com/search?q=Serperior Boundaries Crossed site:pricecharting.com,3.91,9.5,99.92,https://www.pricecharting.com/game/pokemon-boundaries-crossed/serperior-13
Rhydon,151,https://www.google.com/search?q=Rhydon 151 site:pricecharting.com,1.15,11.76,34.85,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/rhydon-112
Electrode,Boundaries Crossed,https://www.google.com/search?q=Electrode Boundaries Crossed site:pricecharting.com,1.17,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/electrode-52
Dewott,Boundaries Crossed,https://www.google.com/search?q=Dewott Boundaries Crossed site:pricecharting.com,2.46,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/dewott-reverse-holo-40
